URLLength,Domain,DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,HasObfuscation,NoOfLettersInURL,NoOfDegitsInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,IsResponsive,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasHiddenFields,Bank,Pay,Crypto,label
14,foc1z.biz,13,0,,3,0,0,0,0,0,0,0,1,1,2083,23,1,100,1,1,1,0,0,0,1,0,0,0,1
64,2mv6w.com,26,1,,3,0,0,0,3,0,0,0,1,1,926,411793,0,0,0,0,0,1,0,1,0,1,0,0,0
37,gxel9ad35t.info,18,0,,2,1,0,0,0,0,0,0,1,1,2,35481,1,50,0,0,2,3,0,1,1,1,1,0,0
51,e18qv21x4bh.net,13,0,,3,0,0,0,2,0,0,0,1,1,2513,191768,1,0,1,1,0,0,0,0,0,0,0,0,1
103,r2g3xzmx9hu17.org,35,0,,2,0,0,20,0,0,0,0,1,1,4202,63664,1,66,1,0,3,5,0,0,1,0,0,0,1
14,q811sc9822.com,14,0,,2,1,0,20,11,0,0,0,1,1,897,23,1,43,1,0,0,1,0,1,0,0,0,0,1
19,sz6wy6d93sfh.xyz,4,0,,2,0,0,0,5,0,0,0,3,1,1648,69733,1,100,1,1,2,2,0,0,0,0,0,0,0
45,s930gr.biz,26,0,,2,1,0,56,13,0,0,0,5,1,2,23,1,0,1,1,0,7,0,0,0,0,1,0,1
63,w66kubgghxg.com,5,0,,3,2,0,25,0,0,0,0,1,1,2,80663,1,100,1,0,0,0,0,0,0,0,0,0,1
14,3igc5zi6jq.net,36,0,,2,0,0,14,0,0,0,0,1,1,2,23,1,32,0,1,0,4,0,0,0,0,1,0,1
57,zd0ijc.biz,28,0,,3,1,0,21,6,0,0,0,1,1,2712,39594,0,10,1,0,0,0,1,1,1,0,1,0,0
40,ne20a2i.com,27,0,,2,0,0,44,0,0,0,0,5,1,1923,102418,1,0,1,1,0,0,0,1,1,0,0,0,1
85,flkmt3xa5659.net,19,0,,2,1,0,14,0,1,0,0,1,1,2,143150,0,77,1,1,0,0,0,0,1,0,1,0,1
16,ewns1pm.org,29,0,,2,2,0,32,10,0,0,0,1,1,1015,257067,1,2,0,0,0,5,0,1,1,0,1,0,1
58,zf8y669vk58.info,27,0,,3,0,0,47,14,0,0,0,1,0,556,70326,1,0,0,1,0,8,0,0,1,0,0,0,0
34,v4bk6jkb.com,22,0,,2,1,0,3,3,1,0,0,1,0,2,23,1,72,1,1,3,0,0,0,0,0,0,0,1
14,qox5ug2h4wzpr6.com,23,0,,3,1,0,0,1,1,0,0,1,0,5176,23,1,100,1,1,0,4,0,1,0,0,0,0,0
14,dvhdk.com,18,0,,2,1,0,0,7,1,0,0,4,1,2,23,1,59,0,1,0,2,0,0,0,0,0,0,1
14,2dez1w64ak0vfs.com,6,0,,3,1,0,0,5,0,0,1,3,1,3916,132011,1,94,1,0,0,0,0,1,1,0,0,0,0
30,dxsmzbpq.net,12,0,,2,0,0,4,0,0,0,0,2,1,601,109222,1,84,0,0,0,0,0,0,1,0,1,0,0
41,zzvtq4mfvy9tof.xyz,10,0,,3,1,0,0,0,0,0,0,1,1,943,59729,1,54,0,0,0,0,0,1,1,1,1,0,1
16,0780vi3zikgn8.xyz,15,0,,3,0,0,5,0,0,0,0,4,0,1360,23,1,34,1,1,0,4,0,0,0,0,0,0,1
65,gp8c2u3com6ll.xyz,17,0,,3,1,0,0,0,0,0,0,1,1,687,42817,1,61,1,0,0,2,1,1,0,0,0,0,0
24,hkmmr8uobznzf99.net,10,0,,2,0,0,88,14,0,0,0,1,1,2913,128848,1,22,1,1,0,0,0,0,0,0,0,0,0
76,gyqpwm7.info,29,0,,3,0,0,51,7,0,0,0,2,0,2,23,1,0,1,1,1,5,0,1,0,1,0,0,1
42,rj0y9ynbu9.net,36,0,,3,1,0,37,10,0,0,0,1,1,2,70946,0,100,1,1,0,0,0,0,1,0,0,0,1
39,5tg6xecxs43b.biz,17,0,,3,1,0,27,2,0,0,0,1,0,805,23,1,63,0,0,0,0,0,1,0,0,1,0,1
21,fxh9l.xyz,25,0,,2,0,0,14,0,0,0,0,1,1,2,184311,1,45,0,0,1,0,0,0,0,0,1,0,0
66,s4trvo.biz,35,0,,2,0,0,0,0,0,0,0,1,1,2021,66782,1,9,0,1,2,0,0,0,1,0,0,0,1
14,aodgc14e658.net,33,0,,2,2,0,48,19,0,0,0,3,1,1803,23,1,100,1,0,2,5,0,0,1,0,1,0,1
52,6qtegm0y.com,23,0,,2,0,0,7,14,0,0,0,4,1,2,144862,1,100,1,0,1,2,0,0,0,0,0,0,1
59,ckfy2.net,22,0,,2,1,0,0,8,0,0,0,6,1,3309,86229,1,67,1,0,2,0,0,0,0,0,0,0,1
64,2r7kh9bxme.org,17,0,,2,1,0,51,14,0,0,0,1,1,1823,218651,1,48,1,0,0,4,0,1,0,0,0,0,0
41,howbf6sj3.com,11,0,,3,0,0,0,4,1,0,0,4,1,4003,23,1,16,1,0,0,4,0,1,1,0,1,0,0
136,yscto3s64.com,33,0,,3,1,0,0,0,0,0,0,6,0,2660,206563,1,100,1,1,0,5,0,1,0,0,1,0,0
40,ca55khca.com,27,0,,3,0,0,53,0,0,0,0,1,0,5198,23,1,38,0,0,2,8,0,0,0,0,0,0,0
14,qmgdppqg3.org,8,0,,3,0,0,0,0,0,0,0,1,1,2,91155,1,100,1,1,0,0,0,0,0,1,0,0,0
35,0upjjbzeus.xyz,24,0,,2,0,0,0,0,0,0,0,3,0,3612,63360,1,48,1,0,1,0,0,0,0,0,0,0,0
42,ylact7xump.net,36,0,,2,1,0,107,0,0,0,0,2,0,2425,318050,0,36,0,1,3,3,0,0,1,0,1,0,1
14,kh3qmkk2al4y.xyz,22,0,,3,2,0,40,1,0,0,0,1,1,2,23,1,49,0,1,0,1,0,1,0,0,0,0,1
90,s226ixb5aonf2.com,32,0,,2,1,0,27,0,0,0,0,5,1,2,23,1,27,1,1,2,11,0,0,0,0,0,0,0
25,qyctzwfd51rw.info,19,0,,2,1,0,96,2,0,0,0,1,1,1202,23,1,100,1,1,0,2,0,1,1,1,1,0,1
14,aoru3n41a0h.info,14,0,,2,0,0,19,5,0,0,0,2,1,4136,22997,0,51,0,1,0,1,0,0,0,0,1,0,0
40,47npd.net,19,0,,3,1,0,35,10,0,0,1,5,1,2,23,1,32,0,0,0,0,0,1,0,0,0,0,1
40,8dat1h6v8j.info,27,0,,2,1,0,18,3,0,0,0,2,1,2,23,1,98,0,0,0,0,0,1,0,0,0,0,1
51,0dwg4xbrw1w0wbl.xyz,28,0,,2,0,0,17,0,0,0,0,1,1,2831,23,1,76,1,0,0,0,0,0,0,1,1,0,1
14,aanvrg7r51dkxr.com,17,0,,3,2,0,27,0,0,0,0,1,0,2,23,1,93,1,0,2,8,0,0,1,1,0,0,0
14,nqisxeq.org,23,0,,2,1,0,59,6,0,0,0,1,0,7890,40828,1,53,1,1,1,0,0,1,0,0,1,0,0
48,jxawebadhudo8c.info,22,0,,3,1,0,0,5,0,0,0,5,1,1548,240336,1,25,1,1,0,8,0,0,0,0,0,0,0
74,x6pgww.xyz,22,0,,3,2,0,12,0,0,0,0,1,1,2833,23,1,56,0,0,1,0,0,1,0,0,0,0,0
45,51ef7z.xyz,30,0,,3,0,0,0,6,0,0,0,4,1,5240,68637,1,49,1,1,0,3,0,0,0,0,1,0,0
14,ssl19.info,19,0,,2,0,0,24,0,0,0,0,1,0,2,23,1,4,1,0,0,0,0,1,1,0,0,0,1
30,8r7r43nc.net,28,0,,2,1,0,22,0,0,0,0,1,1,2,388981,1,98,1,0,1,0,0,1,0,0,0,0,1
67,aj939.biz,24,0,,3,0,0,34,0,0,0,0,3,1,227,365494,1,82,1,1,0,0,0,0,1,0,1,0,0
60,urr7vr6uw.biz,18,0,,3,1,0,51,0,0,0,0,4,1,2518,53032,1,9,1,0,0,1,0,1,1,0,1,0,1
59,46omlzv.com,17,0,,3,2,0,6,8,0,0,0,5,1,1513,501,1,32,1,1,0,0,0,1,1,1,0,0,1
79,to3fxktha5y.xyz,32,0,,2,0,0,8,14,0,0,0,3,1,4733,36688,0,76,0,1,0,5,1,0,1,0,1,0,0
87,vvu9kmx6kqhps8u.com,12,0,,2,1,0,25,2,0,0,0,8,1,4958,23,1,84,1,0,0,7,0,1,0,0,1,0,0
14,6pojts4jk0riu.org,16,0,,3,0,0,44,16,0,0,0,4,1,2414,250023,1,40,1,0,0,2,0,1,0,1,1,0,0
14,3v5u4vezj6qj.org,33,0,,3,1,0,0,15,0,0,0,2,1,2,23,1,0,0,0,2,2,0,1,0,0,0,0,0
78,d7vwl9xflwi5kyi.org,23,0,,2,1,0,30,0,0,0,0,2,1,2,369053,0,0,0,0,1,0,0,1,0,0,0,0,0
14,igqpd1lx1jbmu.biz,9,0,,3,1,0,35,3,0,0,0,6,1,2,23,1,73,1,0,0,0,0,0,1,0,0,0,0
68,wwcs23x.com,19,0,,3,0,0,35,4,0,0,0,1,1,2930,23,1,0,1,1,0,1,0,0,0,0,1,0,1
14,s7cezpupnm6.com,35,0,,2,0,0,22,1,0,0,0,2,1,1562,23,1,40,1,0,0,0,0,1,0,0,0,0,0
73,996eog8q4ofn.xyz,10,0,,2,2,0,17,3,0,0,0,1,1,3298,23,1,100,1,0,0,0,0,0,0,0,0,0,0
39,iu8kppn2c6jbdc1.org,14,0,,2,1,0,24,0,0,0,0,1,0,1653,23,1,85,0,1,2,0,0,1,0,0,1,0,1
40,rh7deonkx.info,17,0,,2,0,0,0,9,0,0,0,3,1,4240,23,1,87,1,1,2,1,0,0,1,0,1,0,1
47,yp7oikg4pbkwjd.xyz,10,0,,2,1,0,51,16,0,0,0,1,1,582,23,1,8,1,0,0,4,0,0,0,0,0,0,1
14,huy0h8na.xyz,16,0,,2,1,0,41,12,0,0,0,2,0,2,23,1,100,1,0,0,0,0,1,1,0,0,0,0
80,ximpp.biz,20,0,,2,1,0,18,0,0,0,0,1,1,3913,107570,1,0,1,1,0,0,0,0,1,0,1,0,1
75,ylq1g9jkf166.com,24,0,,2,0,0,33,8,0,0,0,1,1,3770,23,1,34,1,0,0,0,0,1,0,1,1,0,1
14,zstn8.com,35,0,,2,0,0,20,0,0,0,0,1,1,2,23,0,68,1,1,4,0,0,0,0,0,0,0,0
99,8mek52yyo8t.xyz,18,0,,2,0,0,45,10,0,0,0,5,1,1703,80229,1,18,1,0,0,11,0,1,0,1,1,0,1
14,6crhm4zu.com,19,0,,2,2,0,8,0,0,0,0,1,1,1820,23,1,0,1,0,0,0,0,0,1,0,0,0,0
14,t2veu257yl7xwe.org,14,0,,2,1,0,49,2,0,0,0,1,1,2586,23,0,72,1,0,1,1,0,1,0,0,1,0,0
14,tsmb8ocxb6nj.org,27,0,,2,1,0,16,0,0,0,0,8,1,3733,23,1,27,0,1,0,4,0,1,0,0,0,1,0
58,sohesffxkf6s9.xyz,18,0,,2,1,0,57,0,0,0,0,1,0,2440,23,1,100,1,1,0,2,1,0,0,1,0,0,0
14,99s98llr6lek8w.xyz,15,0,,2,1,0,5,0,0,0,1,1,1,2,117581,1,75,1,0,0,1,0,0,1,0,0,0,0
17,d73mwn2e46.org,13,0,,2,0,0,38,12,0,0,0,1,0,2,115574,1,56,1,0,0,1,0,0,1,0,0,0,1
15,ztc2ape8g.xyz,10,0,,3,0,0,0,0,0,0,1,1,1,2,13276,0,21,1,1,1,11,0,1,1,1,0,0,0
20,t5yumem62.com,14,0,,2,0,0,10,16,0,0,1,4,1,2690,23,1,21,1,0,1,8,0,1,1,0,0,0,1
14,yk7mc93mk.com,32,0,,2,1,0,51,0,1,0,0,1,1,2,23,1,96,0,1,2,0,0,0,0,1,1,0,1
33,u4ffqw51v1.com,28,0,,3,0,0,28,7,0,0,0,1,1,3878,23,1,0,1,1,0,0,0,0,0,0,0,0,1
37,zrmnutp4a7rqz.com,12,0,,3,1,0,19,5,0,0,0,7,1,996,23,0,50,1,1,1,0,0,0,0,0,1,0,0
18,xdjsz1dhfmczix5.com,24,0,,3,2,0,4,0,0,0,0,5,1,2,75316,1,100,0,1,0,0,0,1,1,0,0,0,1
72,rwbfjzzf1dsnkio.info,31,0,,2,0,0,32,13,0,0,0,6,1,24,19806,1,80,1,0,0,3,0,1,0,0,1,0,1
14,tuetrd64pvldeo.org,18,0,,3,0,0,30,8,0,0,0,3,1,2124,139892,0,71,1,1,0,0,0,1,1,0,0,0,1
27,uph3km6p.biz,4,0,,2,2,0,0,0,0,0,0,2,1,381,129445,1,38,1,0,0,8,0,0,0,0,0,0,0
48,h7pmjoz1s4.org,31,0,,3,1,0,42,5,0,0,0,3,1,1011,32704,0,90,1,0,0,0,0,0,1,0,0,0,0
14,6iqt1dz6p7ocs.net,19,0,,3,1,0,39,3,1,0,0,1,1,1520,43043,1,25,1,1,0,10,0,0,0,1,1,0,1
14,lemdk7.net,29,0,,2,0,0,19,0,0,0,0,6,1,2,104226,1,12,1,0,0,7,0,1,0,0,0,0,0
41,4zs0mpmjw.info,12,0,,2,1,0,0,0,0,0,0,1,1,2,110342,1,11,1,0,2,7,0,0,1,0,0,0,0
64,8fbxhrrzlebphzw.net,20,0,,2,0,0,101,0,0,0,0,6,0,2829,23,1,89,0,0,2,8,0,1,0,0,0,0,1
95,e0heogqd3dk.org,31,0,,3,1,0,53,0,0,0,0,6,1,1919,23,1,52,1,0,0,0,0,1,0,1,0,0,1
32,ild2aw5vgiqqp.xyz,7,0,,3,1,0,22,0,0,0,0,1,1,2,76286,1,0,1,0,0,0,0,1,0,0,1,0,0
36,0nkt7z7z.org,4,0,,3,0,0,0,5,0,0,0,1,1,347,180675,1,100,1,0,0,0,0,0,0,0,1,0,1
14,y6dgyxqh.info,23,0,,3,0,0,21,11,0,0,0,1,1,2,23,0,46,0,0,0,0,0,1,1,1,1,0,0
46,cb0ivqzw.xyz,20,0,,3,0,0,0,4,0,0,0,5,0,1206,23,1,59,0,1,2,5,0,0,0,0,1,0,0
14,oqfgc0rlu37xkp.com,34,0,,3,1,0,12,0,0,0,0,2,0,7028,154676,1,96,0,1,0,0,0,0,0,1,0,0,1
54,z3dn6g.info,22,0,,2,0,0,0,0,0,0,0,1,1,168,228669,1,61,1,0,0,1,0,0,1,0,1,0,0
31,k0ug4.com,36,0,,3,1,0,0,9,0,0,0,3,1,2635,23,1,20,1,0,0,2,0,0,0,0,0,0,0
14,qq6r63uaixoz5.xyz,27,0,,3,0,0,10,4,0,0,0,2,1,1609,23,1,20,0,1,0,1,0,1,0,0,0,0,1
50,eifu9l58kvc.info,29,0,,3,0,0,0,0,0,0,0,1,1,2791,23,1,100,1,0,1,4,0,1,1,0,0,0,0
58,pjctu47.net,19,0,,2,1,0,3,1,0,0,0,2,1,1343,356827,1,61,0,0,4,5,0,0,0,0,0,0,1
111,vj704.biz,20,0,,3,0,0,27,0,0,0,0,1,1,3692,23,1,0,0,1,0,3,0,0,1,0,0,0,1
40,5s14hg4nzvr5.biz,18,0,,2,3,0,7,3,0,0,0,1,1,2,103493,1,43,1,1,0,10,0,0,0,0,0,0,0
26,1fss8ptlcvx.xyz,20,0,,3,0,0,0,0,0,0,0,5,0,2,23,1,75,1,0,2,2,0,0,0,1,0,0,1
45,bs0b6l516j.biz,24,0,,4,0,0,48,0,0,0,0,1,1,2326,23,1,100,1,0,0,2,0,1,1,1,0,0,0
45,022h5ny.xyz,11,0,,2,0,0,0,1,0,0,0,4,1,1719,278922,1,15,1,1,0,4,0,1,0,0,1,0,0
36,mcwhncopkfy.info,7,0,,2,0,0,45,0,0,0,0,5,1,4352,23,1,10,1,1,1,1,1,0,1,0,1,0,1
120,6a2uk.org,22,0,,2,1,0,13,2,0,0,0,1,1,3159,303976,1,100,1,1,0,10,0,1,0,0,0,0,1
79,acdpw1evig0ynx.net,5,0,,2,2,0,27,0,0,0,0,1,0,937,134397,0,82,0,0,0,0,0,1,1,0,0,0,0
68,mf696d6f1itjhe.biz,27,0,,2,0,0,2,3,0,0,0,4,1,2,74736,1,61,1,1,2,0,0,1,0,1,1,0,1
40,pynzie2wxfuyn9.net,4,0,,2,0,0,42,0,0,0,0,1,1,2,48460,1,0,1,0,3,0,0,0,0,0,0,0,1
40,gl1odouoy5sln4.com,37,0,,2,0,0,22,0,0,0,0,1,0,2,23,1,63,0,0,2,0,0,0,0,1,0,0,0
17,4e20ry6n2ffb1m9.net,21,0,,2,1,0,65,0,0,0,1,1,1,37,23,1,55,1,0,0,4,0,1,0,1,0,0,1
14,vtfwl.biz,33,0,,2,1,0,56,15,0,0,0,8,1,2,7484,0,0,0,0,0,4,0,0,0,0,0,0,0
33,og4hye24xn7mn.org,12,0,,2,1,0,40,3,0,0,0,1,1,5109,70337,1,33,1,0,3,3,0,0,0,0,0,0,1
35,7iun847vfxk.xyz,18,0,,2,0,0,10,13,0,0,0,2,1,2,23,0,86,1,1,0,0,1,0,0,0,1,0,1
20,1wp6npn34e8zy.net,29,0,,2,1,0,42,0,0,0,0,2,1,2132,23,1,11,1,1,0,0,0,1,0,0,0,0,1
72,huashlosw.info,24,0,,3,1,0,33,1,0,0,0,6,1,284,79665,1,100,1,1,1,0,0,1,0,0,1,0,1
48,dbwxk.xyz,25,0,,3,2,0,0,0,0,0,0,2,0,5315,181995,1,26,1,1,0,0,0,0,0,0,0,0,1
41,m8zybunp1t.xyz,20,0,,3,1,0,8,0,0,0,0,5,1,4284,121424,1,24,1,1,2,1,0,0,0,0,0,0,1
50,xlnejrhgwmxno.net,13,0,,3,0,0,42,16,0,0,0,1,1,1228,58949,1,84,1,1,0,0,0,0,1,0,0,0,0
14,kg8i5pzs3gz873k.net,17,0,,2,1,0,4,4,0,0,0,2,1,698,114212,1,0,1,1,0,2,0,1,0,0,0,0,1
25,yfhpsxhw3f5.xyz,24,0,,2,1,0,29,5,0,0,0,1,1,1707,13108,1,25,1,1,1,0,0,1,0,0,0,0,1
14,o79ao8upr.net,20,0,,3,1,0,34,0,0,0,0,5,1,2,10409,1,8,1,1,1,0,0,1,0,0,1,0,1
68,c54wqjbz1lgvcap.org,31,0,,2,1,0,36,0,0,0,0,3,1,144,164650,1,73,1,1,1,6,0,0,0,0,0,0,1
14,c8xep1vdklhx6v1.com,20,0,,2,0,0,34,0,0,0,0,2,1,5810,160044,1,43,0,0,1,5,0,0,1,1,1,0,0
14,vg3fp2v.info,18,0,,2,0,0,14,0,0,0,0,5,1,2,330549,0,37,1,1,0,2,0,1,0,0,0,0,0
44,fkzwd6vjqhws93g.biz,29,0,,2,0,0,13,0,0,0,0,4,0,2,8188,1,47,1,0,0,4,0,0,0,0,0,0,1
77,phdndxk3z.biz,24,0,,2,2,0,64,0,0,0,0,1,1,2,23,0,24,0,1,1,0,0,0,0,0,0,0,0
14,ig5au.xyz,18,0,,2,1,0,0,0,1,0,0,3,0,1562,23,1,0,1,0,0,5,0,0,0,0,1,0,0
70,9dzue0x3.com,28,0,,3,1,0,0,0,0,0,0,1,1,1023,154455,1,88,0,0,0,3,0,1,1,0,0,0,1
29,ea3hvq0.net,20,0,,2,0,0,32,0,0,0,0,6,1,1100,62642,1,81,1,0,0,3,0,1,0,0,0,0,1
14,haxxepa.com,15,0,,2,0,0,24,0,0,0,0,5,0,2,102918,1,0,0,1,0,9,0,1,1,0,0,0,0
84,r04idyd4hmp7w8.com,11,0,,2,0,0,5,0,0,0,1,3,0,2,80485,1,72,0,1,2,0,0,0,0,0,0,0,0
75,8t1afkanwa.biz,25,0,,2,1,0,6,0,0,0,0,5,0,2,23,1,40,1,0,0,4,0,0,1,0,1,0,1
14,xvf6xgxot.com,43,0,,2,1,0,22,0,0,0,0,1,1,1974,23,1,36,1,0,0,3,0,0,1,0,0,0,0
76,vu32f3vu8.biz,29,0,,2,1,0,25,10,0,0,0,2,1,1474,32171,0,37,1,0,0,5,0,1,0,0,0,0,1
43,j9tceo8x.net,16,0,,2,0,0,42,9,0,0,0,1,0,3636,121141,1,0,0,0,0,1,0,1,1,1,0,0,0
45,9am6s38fowwd.biz,13,0,,2,0,0,12,0,1,0,0,3,1,403,256146,1,89,1,1,0,0,0,1,0,0,0,0,1
14,e1fqyz1.info,9,0,,2,0,0,29,9,0,0,0,6,1,2,23,1,56,1,1,0,4,0,0,0,0,1,0,1
22,dx3du.biz,34,0,,3,0,0,37,7,0,0,0,1,1,2,116653,1,50,0,0,0,0,0,0,0,0,0,0,1
89,s4b4my323o.biz,26,0,,2,0,0,25,0,0,0,0,3,1,2492,319505,0,9,1,0,1,0,0,0,0,0,1,0,1
14,sl4kjg.biz,4,0,,2,1,0,15,2,0,0,0,3,0,2,125485,0,78,0,0,1,0,0,1,0,0,0,0,1
83,g0fp1w3re.biz,13,0,,2,0,0,5,0,0,0,0,1,1,2191,176861,0,37,0,0,0,7,0,1,0,0,1,0,1
128,pp2z2w9o.biz,29,0,,3,0,0,47,0,0,0,0,1,1,2,270582,1,100,0,1,2,0,0,0,1,0,1,0,0
14,tosik5hvtepoce.biz,9,0,,3,0,0,14,11,0,0,0,1,1,2,83195,1,81,1,0,0,0,0,0,1,0,0,0,1
54,jfomj8x.net,10,0,,2,1,0,6,9,0,0,0,1,1,1996,85854,1,36,0,0,0,1,0,0,1,1,0,0,0
71,07elb.biz,28,0,,2,1,0,33,0,0,0,0,1,1,3786,23,1,19,1,0,0,5,0,0,1,0,0,0,1
41,lb8dqfym4iz53.xyz,17,0,,2,1,0,38,0,0,0,0,1,1,6190,23,1,47,1,1,2,6,0,0,0,0,0,0,0
14,nssb7.net,40,0,,2,1,0,13,16,0,0,0,5,1,8173,86939,1,8,0,1,3,4,0,1,0,0,1,0,1
39,gdt12xa.info,37,0,,3,1,0,36,3,0,0,0,1,0,2,23,1,15,0,1,0,1,0,1,1,0,0,0,1
58,bjnez101q19u68.info,15,0,,4,1,0,62,0,0,0,0,1,1,2504,23,1,73,1,0,0,0,0,0,1,0,0,0,1
65,wu10plxfyye2vm1.biz,17,0,,3,0,0,21,16,0,0,0,1,1,948,23,1,100,1,0,2,2,0,1,1,0,0,0,0
14,w54mt9al3nrk.xyz,16,0,,2,0,0,1,10,0,0,0,1,1,573,177747,0,18,1,1,0,2,0,0,1,0,0,0,1
48,teku71sf.biz,25,0,,2,1,0,53,0,0,0,1,1,1,3845,23,1,100,0,1,0,1,0,1,0,0,0,0,1
47,5khd6hqb3dut6.net,29,0,,3,1,0,36,0,0,0,0,2,1,2,75327,1,0,1,1,0,2,0,0,0,0,0,0,1
90,dy4wwyg.org,13,0,,2,1,0,0,0,0,0,0,4,0,2,23,1,2,1,1,0,9,0,1,1,0,0,0,1
72,9fh2x5ah1j9.net,16,0,,3,0,0,34,4,0,0,0,2,0,1112,23,1,52,0,1,0,0,0,1,0,0,0,0,1
48,c5fdedqfulcytd0.net,17,0,,3,1,0,7,0,0,0,0,5,1,1602,85423,0,0,0,0,2,0,0,1,1,0,0,0,1
87,j9hodlw69.xyz,26,0,,3,0,0,0,0,0,0,0,1,1,6344,234779,1,0,0,1,2,0,0,0,0,0,1,0,1
59,o4mtt.xyz,13,0,,2,1,0,9,10,0,0,0,1,0,4057,23,1,39,0,1,0,3,0,1,0,0,1,0,0
20,n4wn3e0c8gtj6.com,13,0,,2,1,0,0,0,0,0,0,6,1,2665,23,1,76,0,0,2,1,0,1,0,1,0,0,1
52,d1nfxzx42s0sr.biz,22,0,,2,1,0,25,0,0,0,0,4,0,2,23,1,98,1,1,2,0,0,1,1,0,0,0,1
36,zq3quamk7ilq.com,18,0,,3,1,0,16,9,0,0,0,1,1,2794,23,1,41,0,1,0,3,0,0,1,0,1,0,1
53,cw25a.net,15,0,,2,0,0,0,0,0,0,0,1,1,4235,40793,1,91,1,1,0,0,0,1,1,0,0,0,0
108,rqn0a9uq8c7vys.info,13,0,,3,1,0,27,0,0,0,0,2,0,2974,23,1,96,1,1,0,9,0,0,0,0,0,0,1
18,2hij811a.net,28,0,,2,2,0,44,13,0,0,0,1,1,1761,23,1,80,0,1,0,1,0,0,0,1,0,0,1
62,2dyxc.com,23,0,,2,0,0,23,13,0,0,0,5,1,3345,181108,1,75,0,0,0,7,0,0,1,0,0,0,0
88,mxav97s.xyz,18,0,,3,1,0,67,1,0,0,0,1,1,1231,78827,0,35,1,0,0,1,0,0,0,0,0,0,1
112,8rm4ji7c3.xyz,20,0,,2,1,0,39,0,1,0,0,1,1,788,172037,0,80,1,0,0,3,0,0,0,0,0,0,1
71,munnwwijmcrmjj.biz,15,0,,2,1,0,44,0,0,0,0,1,1,2,23,0,89,1,0,0,3,0,1,0,0,0,0,1
24,do6u59.info,34,0,,3,0,0,31,4,0,0,0,3,1,1908,305474,1,45,1,1,2,0,0,1,0,0,1,0,1
14,p2vi5ch.com,41,0,,2,0,0,17,0,0,0,0,1,1,3503,23,1,53,0,0,1,0,0,0,0,0,0,0,0
14,uacq7o6ywed.org,15,0,,2,0,0,6,0,0,0,0,10,0,5233,23,1,30,1,0,0,6,1,1,0,0,1,0,1
14,qxjywt.biz,19,0,,2,0,0,21,1,0,0,0,1,1,2,211610,1,100,1,0,0,0,0,0,0,0,0,1,1
49,kgliox.biz,36,0,,2,0,0,29,0,0,0,0,3,1,2,144038,1,100,0,0,0,1,0,0,0,0,0,0,1
26,ismmy4i5954u0hl.org,20,0,,3,1,0,31,0,0,0,0,5,0,3039,260049,0,70,0,1,4,0,0,0,1,0,0,0,0
32,wbyi08cts9dmgtn.xyz,13,0,,2,1,0,0,8,0,0,0,3,1,726,38278,0,21,0,0,0,4,0,0,0,0,0,0,0
22,4lguzeg.net,44,0,,2,0,0,23,0,0,0,0,4,1,3999,271592,1,0,1,0,0,0,0,0,1,0,1,0,1
37,tq17sdpe832cx.xyz,35,0,,2,1,0,16,7,0,0,0,6,1,2670,23,1,21,0,1,0,5,0,1,0,0,0,1,0
20,ha1y4.net,14,0,,2,0,0,0,0,0,0,0,7,1,3334,187041,1,100,1,0,0,0,0,1,0,0,0,0,0
32,8fa0vungdnjj.com,13,0,,2,1,0,29,0,0,0,0,1,1,3863,414386,0,100,1,1,0,2,0,1,1,0,0,0,1
29,nl7lxlwi.net,36,0,,2,0,0,61,7,0,0,0,1,1,622,177553,1,37,0,0,0,0,0,1,0,0,0,0,0
46,2ynh6rpm0c9.net,18,0,,3,0,0,23,3,0,0,0,2,1,2,169764,1,0,0,1,0,1,0,0,1,0,0,0,1
89,pwltwjcm5.org,31,0,,3,0,0,0,6,0,0,0,1,1,4237,192872,1,0,1,0,0,0,0,0,0,0,0,0,1
55,0slyann.info,23,0,,2,1,0,13,5,0,0,0,6,1,794,23,0,98,0,0,0,7,0,0,1,0,0,1,0
41,gs9dh.biz,21,0,,2,1,0,99,1,1,0,0,1,1,4587,77214,1,5,0,1,2,2,0,0,0,0,0,0,1
14,tf02u.info,8,0,,3,0,0,63,0,0,0,0,4,1,1554,23,1,0,1,0,2,4,0,0,0,0,0,0,0
29,e548hdqrz5j8ez.net,28,0,,3,2,0,11,2,1,0,0,2,0,2,66818,0,0,1,1,0,3,0,1,0,0,0,0,0
83,dk0pp1sg.com,36,0,,2,1,0,15,8,0,0,0,4,0,4439,23,1,56,1,0,0,0,0,1,1,1,0,0,0
30,lyzwe0.org,35,0,,3,1,0,44,0,0,0,0,6,1,2,67253,1,37,1,1,3,3,0,0,1,0,0,0,0
101,b07dzzymj.org,9,0,,2,1,0,0,0,0,0,0,2,0,1333,48064,1,7,1,1,0,0,0,0,1,0,0,0,0
70,lxjxxw98.biz,35,0,,2,0,0,58,7,0,0,0,6,1,2,23,1,100,1,1,0,0,0,0,0,0,0,0,0
